,Centrality
2,0.3214285714285714
17,0.10714285714285714
18,0.10714285714285714
19,0.17857142857142855
20,0.10714285714285714
21,0.42857142857142855
22,0.14285714285714285
28,0.25
29,0.25
30,0.21428571428571427
3,0.14285714285714285
16,0.14285714285714285
5,0.03571428571428571
32,0.25
6,0.46428571428571425
9,0.03571428571428571
10,0.03571428571428571
11,0.07142857142857142
12,0.6071428571428571
13,0.03571428571428571
14,0.3571428571428571
15,0.07142857142857142
25,0.10714285714285714
26,0.14285714285714285
27,0.3214285714285714
7,0.21428571428571427
23,0.10714285714285714
24,0.07142857142857142
31,0.17857142857142855
