,Centrality
11,0.9032258064516129
16,0.967741935483871
14,0.9354838709677419
17,0.9032258064516129
18,0.9354838709677419
32,0.967741935483871
19,0.967741935483871
6,0.9354838709677419
28,0.967741935483871
9,0.9354838709677419
25,0.9354838709677419
26,0.9032258064516129
27,0.9354838709677419
12,0.9032258064516129
13,0.8709677419354839
15,0.9354838709677419
29,0.9354838709677419
7,0.9354838709677419
20,0.6451612903225806
21,0.9354838709677419
22,0.9354838709677419
23,0.9354838709677419
30,0.9032258064516129
31,0.9354838709677419
24,0.9354838709677419
1,1.0
4,0.7096774193548387
2,0.9354838709677419
3,1.0
8,0.4838709677419355
10,0.5483870967741935
5,0.9032258064516129
