,Centrality
1,0.3870967741935484
2,0.6129032258064516
18,0.3548387096774194
19,0.12903225806451613
20,0.25806451612903225
21,0.1935483870967742
22,0.1935483870967742
23,0.45161290322580644
24,0.25806451612903225
29,0.16129032258064516
30,0.22580645161290322
31,0.25806451612903225
32,0.29032258064516125
3,0.4193548387096774
4,0.06451612903225806
5,0.25806451612903225
6,0.12903225806451613
7,0.22580645161290322
8,0.12903225806451613
9,0.12903225806451613
10,0.6774193548387096
11,0.0967741935483871
16,0.5161290322580645
17,0.16129032258064516
25,0.3225806451612903
26,0.12903225806451613
12,0.06451612903225806
13,0.06451612903225806
14,0.0967741935483871
15,0.06451612903225806
27,0.0967741935483871
28,0.12903225806451613
