,Centrality
1,0.1935483870967742
2,0.6774193548387096
5,0.8064516129032258
11,0.29032258064516125
12,0.7096774193548387
13,0.16129032258064516
24,0.12903225806451613
3,0.03225806451612903
4,0.03225806451612903
6,0.5161290322580645
7,0.12903225806451613
8,0.0967741935483871
9,0.12903225806451613
10,0.25806451612903225
14,0.12903225806451613
15,0.12903225806451613
16,0.16129032258064516
23,0.12903225806451613
25,0.12903225806451613
26,0.1935483870967742
28,0.1935483870967742
32,0.16129032258064516
17,0.12903225806451613
18,0.5483870967741935
19,0.0967741935483871
20,0.12903225806451613
21,0.0967741935483871
22,0.12903225806451613
27,0.3225806451612903
29,0.12903225806451613
30,0.12903225806451613
31,0.12903225806451613
