,Centrality
1,0.21428571428571427
13,0.14285714285714285
15,0.17857142857142855
16,0.42857142857142855
22,0.6071428571428571
23,0.42857142857142855
24,0.3214285714285714
4,0.6071428571428571
9,0.07142857142857142
10,0.07142857142857142
11,0.7857142857142857
12,0.10714285714285714
14,0.39285714285714285
17,0.42857142857142855
20,0.5714285714285714
25,0.5
26,0.46428571428571425
27,0.3214285714285714
28,0.5
29,0.42857142857142855
30,0.42857142857142855
5,0.5714285714285714
18,0.10714285714285714
19,0.3214285714285714
21,0.46428571428571425
31,0.46428571428571425
32,0.21428571428571427
6,0.39285714285714285
8,0.03571428571428571
