,Centrality
1,0.03571428571428571
16,0.2857142857142857
4,0.7857142857142857
9,0.7142857142857142
10,0.07142857142857142
11,0.6071428571428571
12,0.10714285714285714
13,0.10714285714285714
14,0.10714285714285714
15,0.10714285714285714
18,0.17857142857142855
19,0.6071428571428571
20,0.17857142857142855
21,0.46428571428571425
22,0.21428571428571427
23,0.17857142857142855
24,0.21428571428571427
25,0.10714285714285714
26,0.14285714285714285
27,0.14285714285714285
29,0.21428571428571427
30,0.25
31,0.21428571428571427
32,0.25
6,0.5714285714285714
8,0.07142857142857142
17,0.10714285714285714
28,0.14285714285714285
7,0.03571428571428571
