,Centrality
1,0.8064516129032258
2,0.03225806451612903
3,0.5483870967741935
9,0.4193548387096774
10,0.22580645161290322
11,0.16129032258064516
12,0.1935483870967742
13,0.3548387096774194
14,0.3548387096774194
15,0.1935483870967742
16,0.22580645161290322
17,0.5483870967741935
18,0.5806451612903225
19,0.6774193548387096
20,0.6451612903225806
21,0.6129032258064516
22,0.6774193548387096
23,0.6451612903225806
24,0.4193548387096774
25,0.45161290322580644
26,0.4193548387096774
27,0.5161290322580645
28,0.3870967741935484
29,0.45161290322580644
30,0.4838709677419355
31,0.5161290322580645
4,0.8709677419354839
5,0.8709677419354839
6,0.7741935483870968
7,0.0967741935483871
8,0.12903225806451613
32,0.29032258064516125
