,Centrality
1,0.03225806451612903
32,0.3548387096774194
2,0.9032258064516129
3,0.3548387096774194
4,0.8709677419354839
5,0.0967741935483871
6,0.3548387096774194
7,0.6129032258064516
9,0.12903225806451613
10,0.4193548387096774
11,0.16129032258064516
12,0.16129032258064516
13,0.12903225806451613
14,0.3225806451612903
15,0.3548387096774194
16,0.16129032258064516
17,0.45161290322580644
18,0.5483870967741935
19,0.6774193548387096
20,0.5483870967741935
21,0.3225806451612903
22,0.5806451612903225
23,0.5161290322580645
24,0.29032258064516125
25,0.3225806451612903
26,0.3870967741935484
27,0.3225806451612903
28,0.4193548387096774
29,0.4193548387096774
30,0.4838709677419355
31,0.3870967741935484
8,0.03225806451612903
