,Centrality
1,0.20689655172413793
17,0.41379310344827586
19,0.6551724137931034
20,0.6896551724137931
21,0.6551724137931034
22,0.5172413793103449
30,0.41379310344827586
2,0.13793103448275862
16,0.20689655172413793
31,0.41379310344827586
4,0.10344827586206896
9,0.6551724137931034
10,0.3103448275862069
11,0.6551724137931034
5,0.5862068965517241
12,0.10344827586206896
14,0.5172413793103449
18,0.5862068965517241
23,0.27586206896551724
24,0.24137931034482757
25,0.3448275862068966
6,0.6206896551724138
7,0.034482758620689655
13,0.5172413793103449
15,0.13793103448275862
26,0.41379310344827586
27,0.3448275862068966
28,0.3448275862068966
29,0.3103448275862069
32,0.24137931034482757
