,Centrality
1,0.1935483870967742
3,0.16129032258064516
4,0.06451612903225806
5,0.0967741935483871
6,0.7419354838709677
16,0.22580645161290322
17,0.16129032258064516
2,0.06451612903225806
19,0.1935483870967742
20,0.22580645161290322
21,0.22580645161290322
32,0.16129032258064516
25,0.16129032258064516
7,0.8064516129032258
8,0.06451612903225806
9,0.3870967741935484
10,0.06451612903225806
11,0.06451612903225806
12,0.06451612903225806
13,0.45161290322580644
14,0.06451612903225806
15,0.06451612903225806
22,0.16129032258064516
23,0.12903225806451613
24,0.12903225806451613
26,0.12903225806451613
27,0.0967741935483871
28,0.06451612903225806
29,0.06451612903225806
30,0.06451612903225806
31,0.06451612903225806
18,0.1935483870967742
