,Centrality
2,0.5666666666666667
3,0.2
4,0.3333333333333333
5,0.06666666666666667
9,0.4
10,0.03333333333333333
11,0.26666666666666666
12,0.06666666666666667
13,0.2
16,0.2
18,0.26666666666666666
19,0.6
20,0.16666666666666666
21,0.16666666666666666
22,0.16666666666666666
23,0.16666666666666666
24,0.13333333333333333
26,0.26666666666666666
6,0.5666666666666667
7,0.5
8,0.03333333333333333
25,0.4666666666666667
17,0.1
27,0.26666666666666666
28,0.2
29,0.13333333333333333
31,0.2
32,0.16666666666666666
30,0.13333333333333333
14,0.16666666666666666
15,0.2
