,Centrality
1,0.39285714285714285
17,0.17857142857142855
18,0.5357142857142857
19,0.5714285714285714
20,0.25
21,0.25
22,0.39285714285714285
23,0.2857142857142857
24,0.5
29,0.2857142857142857
30,0.3214285714285714
31,0.3571428571428571
2,0.25
25,0.42857142857142855
26,0.3571428571428571
27,0.3571428571428571
28,0.2857142857142857
32,0.25
4,0.25
5,0.25
8,0.03571428571428571
6,0.03571428571428571
10,0.2857142857142857
11,0.03571428571428571
12,0.17857142857142855
13,0.6071428571428571
14,0.46428571428571425
15,0.07142857142857142
16,0.3214285714285714
