,Centrality
1,0.03225806451612903
32,0.3548387096774194
2,0.29032258064516125
9,0.0967741935483871
16,0.3225806451612903
17,0.5483870967741935
18,0.6451612903225806
19,0.7096774193548387
25,0.4838709677419355
26,0.3225806451612903
27,0.3225806451612903
28,0.45161290322580644
3,0.25806451612903225
10,0.3225806451612903
11,0.3870967741935484
12,0.06451612903225806
13,0.1935483870967742
14,0.0967741935483871
15,0.0967741935483871
4,0.3548387096774194
5,0.06451612903225806
6,0.45161290322580644
7,0.4193548387096774
8,0.29032258064516125
20,0.6774193548387096
21,0.3548387096774194
22,0.3870967741935484
23,0.5161290322580645
24,0.5161290322580645
29,0.45161290322580644
30,0.45161290322580644
31,0.4838709677419355
